Flow ID, Flow Duration,Idle Mean, Label,clustering_results
172.16.0.5-192.168.50.4-50864-50864-6,22542051,22541810.0,1,1.0
192.168.50.6-4.2.2.4-55825-53-17,21824,0.0,0,1.0
192.168.50.8-52.85.90.206-60969-443-6,286,0.0,0,1.0
172.16.0.5-192.168.50.4-19011-19011-6,56962382,14240539.0,1,2.0
172.16.0.5-192.168.50.4-8400-8400-6,41850216,20925027.0,1,2.0
172.16.0.5-192.168.50.4-31755-31755-6,59379963,14844963.75,1,2.0
172.217.11.14-192.168.50.9-443-55070-6,1,0.0,0,1.0
192.168.50.6-4.2.2.4-55722-53-17,21060,0.0,0,2.0
172.16.0.5-192.168.50.4-15018-15018-6,54148263,13537053.5,1,1.0
172.16.0.5-192.168.50.4-40620-40620-6,60363884,12072708.2,1,1.0
192.168.50.6-72.21.91.29-57211-80-6,184,0.0,0,2.0
172.16.0.5-192.168.50.4-35193-35193-6,51409139,12852256.0,1,1.0
172.16.0.5-192.168.50.4-65516-5100-6,44919312,14973102.333333336,1,2.0
192.168.50.8-4.2.2.4-57974-53-17,21210,0.0,0,1.0
192.168.50.6-8.8.8.8-59004-53-17,45061,0.0,0,1.0
172.16.0.5-192.168.50.4-39831-39831-6,74118875,12353113.5,1,2.0
192.168.50.9-72.21.91.29-56654-80-6,2,0.0,0,1.0
172.16.0.5-192.168.50.4-46487-46487-6,20271790,20271745.0,1,1.0
8.0.6.4-8.6.0.1-0-0-0,111992637,27998156.25,0,2.0
172.16.0.5-192.168.50.4-65343-65343-6,28102900,13278583.5,1,1.0
172.217.7.2-192.168.50.6-443-56338-6,677,0.0,0,1.0
172.16.0.5-192.168.50.4-39992-39992-6,43822830,14607573.333333336,1,1.0
172.217.12.161-192.168.50.6-443-58493-6,56661999,56453539.0,0,2.0
192.168.50.9-74.119.119.131-33342-443-6,249,0.0,0,1.0
172.16.0.5-192.168.50.4-8097-8097-6,51093347,12773299.5,1,1.0
172.16.0.5-192.168.50.4-16436-16436-6,38419142,12806325.0,1,1.0
172.217.12.162-192.168.50.8-443-61829-6,118582403,58383390.5,0,2.0
172.16.0.5-192.168.50.4-56645-56645-6,59987097,14996761.0,1,2.0
192.168.50.6-8.8.8.8-55300-53-17,61554,0.0,0,1.0
172.16.0.5-192.168.50.4-19302-19302-6,34953326,11624961.0,1,2.0
172.217.10.72-192.168.50.9-443-38924-6,955,0.0,0,1.0
192.168.50.6-74.208.236.171-58078-80-6,7346019,0.0,0,1.0
192.168.50.6-4.2.2.4-50582-53-17,20656,0.0,0,2.0
172.217.12.161-192.168.50.6-443-57013-6,805,0.0,0,2.0
192.168.50.8-8.8.8.8-49776-53-17,45089,0.0,0,2.0
172.217.10.130-192.168.50.6-443-57102-6,61690676,58941506.0,0,1.0
172.16.0.5-192.168.50.4-15941-15941-6,46030996,11507670.75,1,1.0
172.217.2.98-192.168.50.8-443-61434-6,1,0.0,0,2.0
192.168.50.9-94.130.239.232-34214-443-6,65408496,10096082.833333332,0,1.0
173.231.178.116-192.168.50.6-443-56171-6,346,0.0,0,2.0
172.16.0.5-192.168.50.4-31789-31789-6,51158185,17052658.0,1,1.0
172.16.0.5-192.168.50.4-1019-1019-6,67228313,11204692.666666668,1,1.0
172.16.0.5-192.168.50.4-44279-44279-6,57011575,14252866.75,1,1.0
192.168.50.4-34.213.168.61-42668-443-6,117690399,58542703.0,0,2.0
172.217.2.163-192.168.50.8-443-61451-6,1,0.0,0,1.0
172.16.0.5-192.168.50.4-41838-41838-6,67465489,16866315.25,1,1.0
172.16.0.5-192.168.50.4-26283-26283-6,58612190,14653009.5,1,1.0
192.168.50.6-4.2.2.4-65245-53-17,20831,0.0,0,2.0
172.16.0.5-192.168.50.4-24781-24781-6,20587109,10293499.0,1,2.0
172.16.0.5-192.168.50.4-6950-6950-6,67999892,13599933.6,1,1.0
172.16.0.5-192.168.50.4-62869-2453-6,64816653,10802701.666666666,1,1.0
148.66.196.157-192.168.50.9-443-56420-6,117729275,58486380.5,0,1.0
172.16.0.5-192.168.50.4-37494-37494-6,69187997,13837538.8,1,1.0
172.16.0.5-192.168.50.4-20580-20580-6,56323195,14080759.0,1,1.0
192.168.50.6-4.2.2.4-52078-53-17,21260,0.0,0,2.0
192.168.50.6-18.212.46.212-57237-443-6,64507,0.0,0,2.0
172.16.0.5-192.168.50.4-31350-31350-6,44999638,11249856.0,1,1.0
172.217.11.34-192.168.50.6-443-57667-6,2,0.0,0,2.0
172.16.0.5-192.168.50.4-25463-25463-6,56374614,13486334.0,1,1.0
172.16.0.5-192.168.50.4-19070-11190-6,5923086,5923084.0,1,2.0
172.16.0.5-192.168.50.4-62368-62368-6,64515835,12902944.4,1,1.0
172.16.0.5-192.168.50.4-40075-40075-6,61545292,20515062.33333333,1,1.0
172.16.0.5-192.168.50.4-38149-38149-6,58126494,19375446.33333333,1,2.0
172.217.6.238-192.168.50.9-80-36648-6,62,0.0,0,1.0
172.16.0.5-192.168.50.4-12011-12011-6,66535112,13306963.0,1,2.0
172.16.0.5-192.168.50.4-7645-7645-6,37299363,9324786.75,1,1.0
172.16.0.5-192.168.50.4-12721-12721-6,29806842,9935545.666666666,1,1.0
172.217.10.66-192.168.50.6-443-58722-6,118107463,58392512.0,0,2.0
172.16.0.5-192.168.50.4-14232-14232-6,46407201,11601721.75,1,1.0
192.168.50.8-74.208.236.171-62184-80-6,86165,0.0,0,1.0
192.168.50.6-74.208.236.171-57033-80-6,92,0.0,0,1.0
192.168.50.8-74.208.236.171-60871-80-6,7114080,0.0,0,1.0
172.217.2.174-192.168.50.9-80-49146-6,115194940,10203846.636363637,0,2.0
172.217.3.106-192.168.50.8-443-61679-6,1,0.0,0,1.0
192.168.50.9-212.45.96.161-49652-443-6,7691560,0.0,0,1.0
172.16.0.5-192.168.50.4-63448-63448-6,45042031,15013978.0,1,1.0
172.217.10.2-192.168.50.6-443-57493-6,1,0.0,0,1.0
192.168.50.8-4.2.2.4-63350-53-17,21312,0.0,0,1.0
172.16.0.5-192.168.50.4-64927-64927-6,46137331,11534307.0,1,2.0
172.217.5.226-192.168.50.6-443-58034-6,125,0.0,0,1.0
192.168.50.8-8.8.8.8-65149-53-17,46620,0.0,0,1.0
192.168.50.8-4.2.2.4-58993-53-17,20976,0.0,0,1.0
172.217.10.98-192.168.50.6-443-57947-6,394,0.0,0,1.0
172.217.1.2-192.168.50.8-443-61835-6,0,0.0,0,1.0
172.16.0.5-192.168.50.4-34790-34790-6,20048875,10024352.0,1,1.0
192.168.50.8-74.208.236.171-62238-80-6,201,0.0,0,1.0
172.16.0.5-192.168.50.4-39038-39038-6,51370983,17123619.333333332,1,2.0
172.16.0.5-192.168.50.4-16679-16679-6,40724768,11948552.0,1,1.0
192.168.50.9-203.154.100.129-50116-443-6,1,0.0,0,2.0
172.217.9.226-192.168.50.8-443-61966-6,1,0.0,0,2.0
172.16.0.5-192.168.50.4-39775-39775-6,48593944,24296970.5,1,1.0
192.168.50.6-224.0.0.252-50743-5355-17,418373,0.0,0,2.0
172.16.0.5-192.168.50.4-13381-13381-6,66999763,13399942.6,1,1.0
172.16.0.5-192.168.50.4-52532-52532-6,46994920,15664936.666666664,1,1.0
192.168.50.9-69.172.216.55-42532-443-6,21472,0.0,0,2.0
172.16.0.5-192.168.50.4-43943-43943-6,47004045,15668013.666666664,1,1.0
172.16.0.5-192.168.50.4-28334-28334-6,34686120,17342948.0,1,1.0
172.217.2.174-192.168.50.8-80-62251-6,136,0.0,0,1.0
192.168.50.8-4.2.2.4-57242-53-17,21515,0.0,0,1.0
192.168.50.8-4.2.2.4-53887-53-17,20838,0.0,0,1.0
192.168.50.6-74.208.236.171-58579-80-6,871546,0.0,0,2.0
172.217.9.234-192.168.50.4-443-48514-6,185,0.0,0,1.0
172.16.0.5-192.168.50.4-26864-26864-6,48219056,16073001.666666664,1,1.0
192.168.50.9-107.167.184.173-41596-443-6,3454,0.0,0,2.0
172.16.0.5-192.168.50.4-0-0-0,111010183,13875653.666666668,1,1.0
172.16.0.5-192.168.50.4-22161-22161-6,53249074,17749689.666666668,1,1.0
192.168.50.9-54.156.163.90-48542-443-6,1,0.0,0,2.0
172.16.0.5-192.168.50.4-26210-26210-6,60897864,20299271.0,1,1.0
172.16.0.5-192.168.50.4-47864-47864-6,71758817,12951666.4,1,1.0
172.16.0.5-192.168.50.4-30403-30403-6,33783119,15508031.5,1,2.0
172.16.0.5-192.168.50.4-18689-18689-6,26589275,13294612.0,1,2.0
172.217.10.98-192.168.50.6-443-57889-6,2,0.0,0,2.0
192.168.50.8-8.8.8.8-49919-53-17,63996,0.0,0,2.0
172.16.0.5-192.168.50.4-44136-44136-6,45215864,15071902.333333336,1,2.0
172.217.2.163-192.168.50.8-443-62263-6,117174580,58196257.0,0,1.0
192.168.50.6-4.2.2.4-58839-53-17,21065,0.0,0,2.0
172.16.0.5-192.168.50.4-29876-29876-6,22009416,22009415.0,1,2.0
172.217.11.14-192.168.50.9-443-55026-6,117566003,58417067.0,0,1.0
151.101.118.202-192.168.50.9-443-60912-6,117645646,58699186.0,0,1.0
172.16.0.5-192.168.50.4-56603-56603-6,28990080,14495013.0,1,2.0
192.168.50.6-74.208.236.171-58712-80-6,98920,0.0,0,2.0
172.16.0.5-192.168.50.4-22892-22892-6,48807619,9761433.2,1,2.0
192.168.50.8-74.208.236.171-62146-80-6,7168711,0.0,0,1.0
172.16.0.5-192.168.50.4-46596-46596-6,48792425,12198075.5,1,1.0
192.168.50.9-212.45.98.215-46200-443-6,528,0.0,0,1.0
172.217.6.230-192.168.50.8-443-61294-6,117107193,58026067.0,0,2.0
172.16.0.5-192.168.50.4-32805-32805-6,36376480,12125476.666666664,1,1.0
255.255.255.255-0.0.0.0-67-68-17,119237061,10615691.5,0,1.0
192.168.50.8-74.208.236.171-62421-80-6,15597885,10004213.0,0,2.0
172.16.0.5-192.168.50.4-11711-11711-6,25614391,25614238.0,1,2.0
172.16.0.5-192.168.50.4-29226-29226-6,31128858,15564427.5,1,2.0
172.16.0.5-192.168.50.4-10045-10045-6,25096240,20467664.0,1,2.0
172.16.0.5-192.168.50.4-15568-15568-6,20833135,10416436.5,1,1.0
172.16.0.5-192.168.50.4-40063-40063-6,62690949,15672686.0,1,2.0
172.217.9.238-192.168.50.9-443-34454-6,146614,0.0,0,1.0
172.16.0.5-192.168.50.4-62219-1803-6,60199000,10033121.166666666,1,2.0
172.16.0.5-192.168.50.4-38218-38218-6,68020034,17004941.5,1,2.0
8.0.6.4-8.6.0.1-0-0-0,110586408,36862133.0,0,2.0
172.16.0.5-192.168.50.4-20098-20098-6,35466388,11822057.333333336,1,1.0
172.16.0.5-192.168.50.4-36072-36072-6,61427679,14768476.0,1,1.0
172.16.0.5-192.168.50.4-14842-14842-6,32051448,16025684.0,1,1.0
172.16.0.5-192.168.50.4-27999-27999-6,36994880,18497412.5,1,1.0
172.16.0.5-192.168.50.4-26071-26071-6,73883848,14776737.2,1,1.0
172.16.0.5-192.168.50.4-54353-54353-6,59385366,11677034.6,1,1.0
172.16.0.5-192.168.50.4-58863-58863-6,56952348,13226365.5,1,1.0
172.16.0.5-192.168.50.4-26679-26679-6,60403153,11806807.4,1,1.0
172.16.0.5-192.168.50.4-10045-10045-6,35349996,11783267.666666664,1,2.0
172.16.0.5-192.168.50.4-16397-16397-6,43797167,14599029.333333336,1,2.0
172.16.0.5-192.168.50.4-25228-25228-6,62631135,15657782.5,1,2.0
172.16.0.5-192.168.50.4-10686-10686-6,35416401,17708199.0,1,2.0
172.217.6.194-192.168.50.6-443-56789-6,109,0.0,0,1.0
162.248.19.151-192.168.50.8-443-62348-6,499670,0.0,0,1.0
192.168.50.8-4.2.2.4-49393-53-17,20863,0.0,0,1.0
172.16.0.5-192.168.50.4-7776-7776-6,37592791,12530895.0,1,1.0
172.217.3.100-192.168.50.8-443-61001-6,651,0.0,0,1.0
172.16.0.5-192.168.50.4-34918-34918-6,38451328,12817068.666666664,1,1.0
172.217.2.161-192.168.50.8-443-62050-6,118359435,58278048.0,0,2.0
172.16.0.5-192.168.50.4-55391-55391-6,51966698,12991621.25,1,1.0
172.16.0.5-192.168.50.4-54143-54143-6,37068506,18534251.5,1,2.0
172.16.0.5-192.168.50.4-14367-14367-6,37932464,12644153.333333336,1,2.0
172.16.0.5-192.168.50.4-28295-28295-6,40903948,8961481.75,1,2.0
172.16.0.5-192.168.50.4-38445-38445-6,57191471,11438249.6,1,1.0
172.16.0.5-192.168.50.4-55703-55703-6,61953108,10325399.333333334,1,2.0
172.16.0.5-192.168.50.4-48408-48408-6,61329646,11999180.0,1,2.0
172.16.0.5-192.168.50.4-62861-62861-6,52360789,8617196.166666666,1,2.0
172.16.0.5-192.168.50.4-52400-52400-6,53767718,12805700.0,1,2.0
172.16.0.5-192.168.50.4-47786-47786-6,29063924,14531787.5,1,1.0
192.168.50.4-52.85.89.47-35014-443-6,2,0.0,0,1.0
192.168.50.8-74.208.236.171-60930-80-6,174,0.0,0,1.0
172.16.0.5-192.168.50.4-47256-47256-6,34700266,11566680.666666664,1,1.0
8.0.6.4-8.6.0.1-0-0-0,99497267,49748630.5,0,2.0
172.16.0.5-192.168.50.4-32228-32228-6,50547069,16849005.666666668,1,1.0
172.16.0.5-192.168.50.4-62124-62124-6,57280783,14320169.0,1,1.0
172.16.0.5-192.168.50.4-33455-15333-6,6068591,6068589.0,1,2.0
172.217.3.110-192.168.50.9-443-35760-6,3,0.0,0,2.0
172.16.0.5-192.168.50.4-17861-17861-6,53999873,17999890.666666668,1,1.0
172.16.0.5-192.168.50.4-12228-12228-6,55276323,11055187.4,1,1.0
192.168.50.6-23.192.125.11-58200-80-6,199,0.0,0,2.0
172.16.0.5-192.168.50.4-33807-33807-6,30124740,14824384.5,1,1.0
172.16.0.5-192.168.50.4-30591-30591-6,64059655,12811908.6,1,1.0
192.168.50.9-34.226.180.131-55782-443-6,115,0.0,0,2.0
192.168.50.9-31.13.71.36-46330-443-6,1,0.0,0,2.0
172.16.0.5-192.168.50.4-16798-16798-6,59195220,11833691.6,1,1.0
172.16.0.5-192.168.50.4-37992-29503-6,6075866,6075864.0,1,1.0
172.16.0.5-192.168.50.4-42544-42544-6,34289802,11429827.0,1,1.0
172.16.0.5-192.168.50.4-30951-30951-6,44701140,14900321.333333336,1,1.0
192.168.50.253-224.0.0.5-0-0-0,113388521,9449036.25,0,2.0
172.16.0.5-192.168.50.4-44681-44681-6,57281851,10962702.2,1,1.0
172.16.0.5-192.168.50.4-583-72-6,36036804,18018373.0,1,1.0
192.168.50.254-224.0.0.5-0-0-0,113949841,9495814.833333334,0,2.0
172.16.0.5-192.168.50.4-14049-14049-6,68821740,9601058.857142856,1,1.0
172.217.9.226-192.168.50.6-443-57379-6,1,0.0,0,1.0
172.16.0.5-192.168.50.4-36084-36084-6,44575112,14858315.333333336,1,1.0
172.16.0.5-192.168.50.4-47931-47931-6,36062683,18031260.5,1,1.0
172.217.9.225-192.168.50.6-443-56484-6,117109025,58382425.0,0,2.0
172.16.0.5-192.168.50.4-64196-3780-6,38261134,12753709.666666664,1,1.0
172.16.0.5-192.168.50.4-60381-60381-6,52638528,13159567.25,1,1.0
172.217.7.2-192.168.50.6-443-57172-6,52589208,51440857.0,0,1.0
192.168.50.6-4.2.2.4-57248-53-17,22701,0.0,0,2.0
192.168.50.9-104.18.100.194-58766-443-6,1528,0.0,0,2.0
172.16.0.5-192.168.50.4-52537-52537-6,58540764,13152945.25,1,1.0
172.16.0.5-192.168.50.4-64477-64477-6,57210063,9168207.5,1,1.0
192.168.50.8-4.2.2.4-62959-53-17,21058,0.0,0,2.0
172.16.0.5-192.168.50.4-24219-24219-6,47847537,23923743.5,1,1.0
160.83.8.182-192.168.50.9-443-57456-6,0,0.0,0,2.0
172.16.0.5-192.168.50.4-43523-43523-6,62372031,15592966.0,1,1.0
172.16.0.5-192.168.50.4-64150-64150-6,39603402,9502249.5,1,1.0
192.168.50.9-68.67.179.25-33312-443-6,21626,0.0,0,1.0
172.16.0.5-192.168.50.4-59660-59660-6,56397189,11279392.8,1,2.0
172.16.0.5-192.168.50.4-45749-45749-6,52515833,8529786.833333334,1,2.0
172.16.0.5-192.168.50.4-55417-55417-6,56525001,11304979.0,1,2.0
172.16.0.5-192.168.50.4-21691-21691-6,52067872,17355918.0,1,2.0
172.16.0.5-192.168.50.4-43215-43215-6,32193031,32192979.0,1,1.0
172.16.0.5-192.168.50.4-41356-41356-6,58312749,14578159.75,1,1.0
172.16.0.5-192.168.50.4-28710-28710-6,54383753,13595894.75,1,1.0
192.168.50.9-104.27.205.87-39762-443-6,3,0.0,0,2.0
172.16.0.5-192.168.50.4-36642-3485-6,5455879,5455877.0,1,2.0
172.16.0.5-192.168.50.4-7472-7472-6,58163712,29081855.0,1,2.0
172.16.0.5-192.168.50.4-9191-9191-6,26925520,13462704.0,1,1.0
172.217.2.174-192.168.50.9-443-52028-6,2,0.0,0,1.0
172.217.2.174-192.168.50.9-443-51754-6,1,0.0,0,1.0
192.168.50.9-52.84.141.197-42202-443-6,117486954,58633019.5,0,2.0
172.16.0.5-192.168.50.4-16143-16143-6,46535424,9307009.4,1,1.0
172.16.0.5-192.168.50.4-16479-16479-6,40030795,10007607.75,1,1.0
172.217.10.226-192.168.50.6-443-58404-6,276,0.0,0,2.0
192.168.50.6-52.34.90.23-57900-443-6,60860795,10001858.5,0,1.0
172.16.0.5-192.168.50.4-40254-40254-6,61641072,10273454.833333332,1,1.0
172.217.11.34-192.168.50.8-443-61266-6,118781368,58292992.5,0,2.0
172.16.0.5-192.168.50.4-61471-1055-6,59182826,9622874.666666668,1,1.0
192.168.50.9-104.27.205.87-39754-443-6,1,0.0,0,1.0
172.16.0.5-192.168.50.4-47520-47520-6,53109445,12489275.75,1,1.0
172.217.11.1-192.168.50.8-443-60954-6,3,0.0,0,1.0
192.168.50.6-74.125.192.108-56271-465-6,52795,0.0,0,1.0
172.16.0.5-192.168.50.4-17395-52877-6,5626909,5626907.0,1,1.0
172.217.7.2-192.168.50.6-443-57159-6,119788709,58426687.5,0,2.0
192.168.50.8-4.2.2.4-59342-53-17,66638,0.0,0,1.0
192.168.50.8-4.2.2.4-53064-53-17,23896,0.0,0,1.0
172.16.0.5-192.168.50.4-55468-55468-6,60999942,20333297.33333333,1,1.0
192.168.50.7-224.0.0.22-0-0-0,220509,0.0,0,2.0
192.168.10.50-192.168.50.8-21-61312-6,9015773,6006008.0,0,2.0
172.16.0.5-192.168.50.4-42314-42314-6,34722035,17361016.0,1,1.0
172.16.0.5-192.168.50.4-11620-11620-6,63692134,9098816.285714287,1,1.0
172.16.0.5-192.168.50.4-31079-31079-6,36561584,12187151.333333336,1,1.0
172.16.0.5-192.168.50.4-49342-49342-6,46614618,11248102.5,1,1.0
172.16.0.5-192.168.50.4-47144-47144-6,58443257,11688621.0,1,2.0
172.16.0.5-192.168.50.4-18312-18312-6,58378392,14594571.5,1,2.0
172.16.0.5-192.168.50.4-7714-7714-6,33085339,11028411.666666666,1,1.0
172.16.0.5-192.168.50.4-59120-59120-6,58181469,11636226.2,1,1.0
172.16.0.5-192.168.50.4-50603-50603-6,42646161,19010397.5,1,1.0
192.168.50.9-212.45.98.215-46386-443-6,82,0.0,0,2.0
172.16.0.5-192.168.50.4-52191-52191-6,64000340,32000139.5,1,1.0
192.168.50.6-52.73.243.195-57826-443-6,64956,0.0,0,2.0
192.168.50.6-4.2.2.4-59564-53-17,20880,0.0,0,1.0
172.16.0.5-192.168.50.4-44396-44396-6,51096424,12774048.75,1,1.0
192.168.50.6-74.208.236.171-57210-80-6,16212755,9985092.0,0,1.0
172.16.0.5-192.168.50.4-61460-1044-6,43112015,21555963.5,1,1.0
192.168.50.9-52.84.94.181-55986-443-6,116989698,58360126.0,0,2.0
192.168.50.6-8.8.8.8-58362-53-17,54757,0.0,0,2.0
172.16.0.5-192.168.50.4-29861-29861-6,54998139,18332696.0,1,1.0
172.16.0.5-192.168.50.4-64471-4055-6,63745610,15936344.25,1,1.0
172.16.0.5-192.168.50.4-40563-40563-6,59174873,14249164.25,1,1.0
192.168.50.6-107.178.244.119-58186-443-6,84372,0.0,0,2.0
192.168.50.9-52.84.141.26-47284-443-6,3,0.0,0,2.0
172.16.0.5-192.168.50.4-9830-9830-6,57579212,11515799.6,1,1.0
255.255.255.255-0.0.0.0-67-68-17,113358854,11433326.25,0,1.0
172.16.0.5-192.168.50.4-11805-11805-6,60059405,20019784.666666668,1,1.0
172.16.0.5-192.168.50.4-48010-48010-6,58635929,14658929.25,1,1.0
192.168.50.6-224.0.0.252-53595-5355-17,416009,0.0,0,1.0
192.168.50.8-4.2.2.4-54316-53-17,20905,0.0,0,1.0
172.217.11.34-192.168.50.6-443-58339-6,509,0.0,0,1.0
192.168.50.8-4.2.2.4-61961-53-17,21055,0.0,0,1.0
172.16.0.5-192.168.50.4-45292-45292-6,48621535,16207161.666666664,1,2.0
192.168.50.8-4.2.2.4-61474-53-17,20949,0.0,0,2.0
172.16.0.5-192.168.50.4-52518-52518-6,39014339,9753508.0,1,1.0
172.16.0.5-192.168.50.4-7834-7834-6,57783505,14445838.25,1,1.0
172.217.11.2-192.168.50.9-443-41772-6,41049,0.0,0,2.0
172.16.0.5-192.168.50.4-58801-58801-6,56000197,10615288.4,1,1.0
172.16.0.5-192.168.50.4-28441-28441-6,59958036,14989469.5,1,1.0
172.16.0.5-192.168.50.4-531-531-6,56995072,14248728.0,1,1.0
172.16.0.5-192.168.50.4-56869-56869-6,46491608,23245698.0,1,1.0
172.16.0.5-192.168.50.4-8755-8755-6,57563397,14390799.0,1,1.0
192.168.50.8-74.208.236.171-62042-80-6,55168,0.0,0,2.0
192.168.50.9-67.221.174.30-54324-443-6,114057740,10140389.727272728,0,2.0
172.16.0.5-192.168.50.4-28033-28033-6,66639863,11106602.0,1,2.0
192.168.50.6-8.8.8.8-62138-53-17,46006,0.0,0,1.0
172.217.11.10-192.168.50.6-443-58671-6,1398,0.0,0,1.0
172.16.0.5-192.168.50.4-45599-45599-6,60510482,19332086.0,1,2.0
192.168.50.8-4.2.2.4-65414-53-17,20792,0.0,0,1.0
172.16.0.5-192.168.50.4-39375-39375-6,40466540,13488789.666666664,1,2.0
192.168.50.6-23.211.100.18-57959-443-6,114,0.0,0,1.0
192.168.50.9-104.20.111.39-49984-443-6,0,0.0,0,1.0
172.16.0.5-192.168.50.4-34658-34658-6,46513177,11628237.75,1,2.0
192.168.50.9-72.21.91.29-53290-80-6,3066139,0.0,0,2.0
172.217.2.174-192.168.50.8-80-61909-6,115115656,9983408.363636363,0,1.0
172.217.10.130-192.168.50.6-443-58060-6,1,0.0,0,2.0
172.16.0.5-192.168.50.4-12767-12767-6,39091347,19545488.5,1,2.0
172.16.0.5-192.168.50.4-51204-51204-6,63227605,21075836.666666668,1,1.0
172.16.0.5-192.168.50.4-52748-52748-6,59699718,11939891.2,1,2.0
172.217.10.66-192.168.50.8-443-60981-6,145120,0.0,0,2.0
172.217.9.238-192.168.50.9-443-34456-6,101,0.0,0,2.0
192.168.50.6-8.8.8.8-54425-53-17,57976,0.0,0,2.0
192.168.50.9-74.125.202.154-58294-443-6,118235248,58893750.0,0,1.0
172.16.0.5-192.168.50.4-17011-17011-6,54708906,18236263.666666668,1,2.0
192.168.50.8-74.208.236.171-62076-80-6,25,0.0,0,1.0
172.16.0.5-192.168.50.4-31335-31335-6,64154068,21384688.33333333,1,2.0
172.217.11.6-192.168.50.8-443-61527-6,2,0.0,0,1.0
172.217.0.98-192.168.50.8-443-62080-6,1,0.0,0,1.0
172.217.10.67-192.168.50.6-443-56915-6,882,0.0,0,1.0
172.16.0.5-192.168.50.4-59720-59720-6,25482342,12741121.0,1,1.0
172.16.0.5-192.168.50.4-29077-29077-6,32497819,16248908.5,1,1.0
172.16.0.5-192.168.50.4-56184-56184-6,59016469,14754080.0,1,1.0
172.217.9.225-192.168.50.9-443-56854-6,117259950,58415011.5,0,2.0
172.16.0.5-192.168.50.4-43638-43638-6,62999948,12599938.4,1,2.0
172.217.6.226-192.168.50.8-443-62294-6,2,0.0,0,1.0
192.168.50.8-4.2.2.4-50452-53-17,20959,0.0,0,1.0
172.16.0.5-192.168.50.4-57503-57503-6,51678812,12919648.75,1,2.0
172.217.11.10-192.168.50.8-443-62346-6,1,0.0,0,1.0
172.16.0.5-192.168.50.4-38873-38873-6,36976599,12325444.666666664,1,1.0
172.16.0.5-192.168.50.4-63999-63999-6,18999573,14570474.0,1,2.0
172.16.0.5-192.168.50.4-23752-23752-6,54047835,9611258.8,1,1.0
192.168.50.8-4.2.2.4-54360-53-17,21064,0.0,0,2.0
192.168.50.6-52.84.34.26-56246-443-6,1,0.0,0,2.0
192.168.50.6-4.2.2.4-53658-53-17,20844,0.0,0,1.0
172.16.0.5-192.168.50.4-19539-19539-6,50705045,16901577.333333332,1,2.0
172.16.0.5-192.168.50.4-6785-6785-6,59559947,14889945.75,1,2.0
192.168.50.6-4.2.2.4-52556-53-17,22812,0.0,0,1.0
172.16.0.5-192.168.50.4-10608-10608-6,50949193,10189750.4,1,2.0
192.168.50.8-204.154.111.134-61875-443-6,87919,0.0,0,1.0
172.16.0.5-192.168.50.4-55145-55145-6,62742964,12361042.6,1,2.0
192.168.50.8-216.239.32.62-61460-443-6,2,0.0,0,1.0
192.168.50.9-13.35.78.80-52582-443-6,118081565,58539283.0,0,2.0
192.168.50.9-54.186.208.153-53480-443-6,60579696,9972934.333333334,0,2.0
172.217.12.194-192.168.50.6-443-57140-6,53816403,53753828.0,0,2.0
172.16.0.5-192.168.50.4-8745-8745-6,65369476,16342302.0,1,2.0
172.217.6.228-192.168.50.6-443-56253-6,1528,0.0,0,1.0
192.168.10.50-192.168.50.6-22-57661-6,9014508,6000365.0,0,1.0
172.217.0.98-192.168.50.8-443-62138-6,110068922,27322053.0,0,2.0
192.168.50.8-74.208.236.171-60771-80-6,924608,0.0,0,2.0
172.16.0.5-192.168.50.4-62973-2557-6,64456470,12891242.8,1,1.0
172.16.0.5-192.168.50.4-36416-36416-6,23640513,11820229.0,1,2.0
172.16.0.5-192.168.50.4-41245-41245-6,41740572,13913451.666666664,1,1.0
172.16.0.5-192.168.50.4-16464-16464-6,36865746,18153153.5,1,1.0
192.168.50.6-4.2.2.4-54882-53-17,21248,0.0,0,2.0
172.16.0.5-192.168.50.4-26893-26893-6,57510865,14377673.0,1,1.0
172.16.0.5-192.168.50.4-53736-53736-6,50858107,16952666.0,1,1.0
172.16.0.5-192.168.50.4-54156-54156-6,67017152,16754236.0,1,1.0
172.217.9.227-192.168.50.6-443-56265-6,1,0.0,0,2.0
172.16.0.5-192.168.50.4-55483-55483-6,44653833,14477765.333333336,1,1.0
172.16.0.5-192.168.50.4-35112-35112-6,58912961,11782500.8,1,1.0
192.168.50.9-23.206.165.55-49030-443-6,32206,0.0,0,2.0
172.16.0.5-192.168.50.4-10905-5430-6,7245017,7245015.0,1,2.0
172.16.0.5-192.168.50.4-10827-10827-6,59251599,14812887.0,1,1.0
172.16.0.5-192.168.50.4-810-679-6,17999977,17999874.0,1,2.0
172.16.0.5-192.168.50.4-47320-47320-6,35545601,11848460.333333336,1,2.0
172.217.6.230-192.168.50.9-443-60662-6,1,0.0,0,1.0
192.168.50.6-8.8.8.8-57848-53-17,61217,0.0,0,1.0
172.217.2.162-192.168.50.9-443-59500-6,2,0.0,0,1.0
172.16.0.5-192.168.50.4-53964-53964-6,54214233,10842806.8,1,2.0
192.168.50.9-52.84.141.110-41876-443-6,256,0.0,0,2.0
172.16.0.5-192.168.50.4-24749-24749-6,54194574,18064801.33333333,1,2.0
172.16.0.5-192.168.50.4-30635-30635-6,60638148,15159496.5,1,2.0
